State,city,longitude,latitude,city_longitude,city_latitude,Haunted Places Date,final_longitude,final_latitude,Daylight Data USNO Navy,Daylight Data TimeandDate
Alabama,Decatur,-86.9729058,34.5550861,-86.9833417,34.6059253,4/1/2019,-86.9729058,34.5550861,12:33,12:39
Alabama,Demopolis,-87.8336549,32.5082499,-87.836402,32.5176361,1/1/2025,-87.8336549,32.5082499,10:04,10:03
Alabama,Dora,-87.0557764,33.7548538,-87.0902772,33.728717,1/1/2025,-87.0557764,33.7548538,09:58,No data found
Alabama,East Brewton,,,-87.0627468,31.0932339,1/1/2025,-87.0627468,31.0932339,10:11,No data found
Alabama,Empire,,,-87.0105552,33.8084373,1/1/2025,-87.0105552,33.8084373,09:58,No data found
Alabama,Empire,-86.9833325,33.8162147,-87.0105552,33.8084373,3/1/1997,-86.9833325,33.8162147,11:28,No data found
Alabama,Enterprise,-85.853947,31.313646,-85.8552161,31.3151708,1/1/2025,-85.853947,31.313646,10:10,No data found
Alabama,Fackler,,,-85.9113227,34.7920916,1863/03/01,-85.9113227,34.7920916,11:26,No data found
Alabama,Florence,-87.7337938,34.8429833,-87.677251,34.79981,3/17/2025,-87.7337938,34.8429833,12:01,12:02
Alabama,Florence,-87.642716,34.824605,-87.677251,34.79981,3/18/2025,-87.642716,34.824605,12:04,12:04
Alabama,Florence,-87.6811676,34.8074555,-87.677251,34.79981,3/1/1900,-87.6811676,34.8074555,11:26,11:25
Alabama,Florence,-87.6811676,34.8074555,-87.677251,34.79981,1/1/2025,-87.6811676,34.8074555,09:53,9:52
Alabama,Florence,-87.6811676,34.8074555,-87.677251,34.79981,1/1/2025,-87.6811676,34.8074555,09:53,9:52
Alabama,Florence,-87.6811676,34.8074555,-87.677251,34.79981,1/1/2025,-87.6811676,34.8074555,09:53,9:52
Alabama,Fort Defiance,,,,,9/1/2004,,,Request Error,No data found
Alabama,Fultondale,-86.8211096,33.6041499,-86.7967857,33.6102837,1881/10/26,-86.8211096,33.6041499,10:59,No data found
Alabama,Gadsden,-86.0066386,34.014264,-86.0066386,34.014264,3/1/1950,-86.0066386,34.014264,11:27,No data found
Alabama,Gadsden,-85.9716104,33.9856045,-86.0066386,34.014264,1865/03/01,-85.9716104,33.9856045,11:28,No data found
Alabama,Gadsden,-86.0092136,34.0127194,-86.0066386,34.014264,8/29/1958,-86.0092136,34.0127194,13:00,No data found
Alabama,Gadsden,-86.0335989,34.0237966,-86.0066386,34.014264,1/1/2025,-86.0335989,34.0237966,09:57,No data found
Alabama,Gadsden,-86.0350784,34.0439571,-86.0066386,34.014264,1/1/2025,-86.0350784,34.0439571,09:56,No data found
Alabama,Gadsden,-86.0112414,34.0183172,-86.0066386,34.014264,1847/02/19,-86.0112414,34.0183172,11:06,No data found
Alabama,Gadsden,-85.9427501,34.1213349,-86.0066386,34.014264,1/1/2025,-85.9427501,34.1213349,09:56,No data found
Alabama,Gadsden,-86.019713,34.0723788,-86.0066386,34.014264,12/16/2024,-86.019713,34.0723788,09:54,No data found
Alabama,Gadsden,,,-86.0066386,34.014264,8/29/1958,-86.0066386,34.014264,13:00,No data found
Alabama,Gallant,,,-86.245256,33.9987084,1/1/2025,-86.245256,33.9987084,Request Error,No data found
Alabama,Gardendale,-86.8754095,33.6230357,-86.8127702,33.6601033,1/1/2025,-86.8754095,33.6230357,09:59,No data found
Alabama,Gardendale,-86.8141887,33.6727984,-86.8127702,33.6601033,1/3/2021,-86.8141887,33.6727984,10:00,No data found
Alabama,Gardendale,-86.8024664,33.6102407,-86.8127702,33.6601033,1/1/2025,-86.8024664,33.6102407,09:59,No data found
Alabama,Geneva,-85.8581809,31.0218897,-85.8638242,31.0329572,1/1/2025,-85.8581809,31.0218897,10:11,9:05
Alabama,Geraldine,,,-86.0008078,34.3514798,1/1/2025,-86.0008078,34.3514798,09:55,No data found
Alabama,Glenco,-86.804274,33.5145066,-85.9324698,33.957043,7/8/2014,-86.804274,33.5145066,14:16,No data found
Alabama,Grant,-86.2533163,34.5286985,-86.2533163,34.5286985,1/1/2025,-86.2533163,34.5286985,09:54,No data found
Alabama,Greenville,,,-86.6177517,31.8295972,1/1/2025,-86.6177517,31.8295972,10:07,No data found
Alabama,Gulf Shores,-88.022483,30.229724,-87.7008193,30.2460361,1/1/2025,-88.022483,30.229724,10:15,No data found
Alabama,Guntersville,-86.3001125,34.3538845,-86.2947041,34.3581473,1/1/2025,-86.3001125,34.3538845,09:55,No data found
Alabama,Guntersville,-86.302893,34.3511147,-86.2947041,34.3581473,1/1/2025,-86.302893,34.3511147,09:55,No data found
Alabama,Haine's Island,-87.4919365,31.7237655,-87.4919365,31.7237655,1/1/2025,-87.4919365,31.7237655,10:08,No data found
Alabama,Hartford,-85.7171048,31.069827,-85.6968778,31.1023998,1835/03/01,-85.7171048,31.069827,11:31,11:13
Alabama,Hartselle,,,-86.9352842,34.4434282,3/2/2025,-86.9352842,34.4434282,11:30,No data found
Alabama,Hazel Green,,,-86.5719383,34.9323102,1/1/2025,-86.5719383,34.9323102,09:52,No data found
Alabama,Hueytown,-87.0399708,33.4651655,-86.9966606,33.4512197,1/1/2025,-87.0399708,33.4651655,09:59,No data found
Alabama,Huntsville,-86.5681725,34.7070125,-86.5861037,34.7303688,12/1/2006,-86.5681725,34.7070125,10:00,10:00
Alabama,Huntsville,-85.7902194,33.6065088,-86.5861037,34.7303688,1/1/2025,-85.7902194,33.6065088,09:59,9:52
Alabama,Huntsville,-86.5698823,34.6754025,-86.5861037,34.7303688,1/1/2025,-86.5698823,34.6754025,09:53,9:52
Alabama,Huntsville,-86.5835201,34.7138634,-86.5861037,34.7303688,1/1/2025,-86.5835201,34.7138634,09:53,9:52
Alabama,Huntsville,-86.5807626,34.6582711,-86.5861037,34.7303688,1/1/2025,-86.5807626,34.6582711,09:53,9:52
Alabama,Huntsville,-86.5748368,34.7332524,-86.5861037,34.7303688,3/16/2025,-86.5748368,34.7332524,12:00,11:59
Alabama,Huntsville,-86.5903261,34.7397703,-86.5861037,34.7303688,3/1/1992,-86.5903261,34.7397703,11:27,11:27
Alabama,Huntsville,-86.6539238,34.7111411,-86.5861037,34.7303688,1/1/2025,-86.6539238,34.7111411,09:53,9:52
Alabama,Jacksonville,-85.6752303,33.8977536,-85.7613536,33.8137125,3/1/1980,-85.6752303,33.8977536,11:28,11:33
Alabama,Jacksonville,-85.7681082,33.8230593,-85.7613536,33.8137125,6/1/2008,-85.7681082,33.8230593,14:15,13:58
Alabama,Jasper,-87.1569653,33.9469451,-87.2775053,33.8312185,1800/03/01,-87.1569653,33.9469451,11:28,No data found
Alabama,Jasper,-87.2312155,33.8147845,-87.2775053,33.8312185,1/1/2025,-87.2312155,33.8147845,09:58,No data found
Alabama,Jasper,-87.143549,33.8084931,-87.2775053,33.8312185,1/1/2025,-87.143549,33.8084931,09:58,No data found
Alabama,Kinston,,,-86.1710578,31.2160045,1/1/2025,-86.1710578,31.2160045,10:10,No data found
Alabama,Lafayette,-85.4044865,32.8990039,-85.4011588,32.899776,1/1/2010,-85.4044865,32.8990039,10:02,10:14
Alabama,Lauderdale,-87.391133,34.8486973,-87.658113,34.8840876,1/1/2025,-87.391133,34.8486973,09:52,No data found
Alabama,Lauderdale,-87.677251,34.79981,-87.658113,34.8840876,1/1/2025,-87.677251,34.79981,09:53,No data found
Alabama,Linden,,,-87.7980665,32.3062534,1/1/2025,-87.7980665,32.3062534,10:05,9:20
Alabama,Lincoln,-86.1466674,33.5300915,-86.1183061,33.6131588,1/1/2025,-86.1466674,33.5300915,09:59,9:19
Alabama,Lineville/Barfield,-85.7165063,33.3583702,-85.7544051,33.3106696,3/1/2001,-85.7165063,33.3583702,11:29,No data found
Alabama,Little River,-87.7675697,31.2785544,-85.62538,34.3883958,5/1/2025,-87.7675697,31.2785544,13:24,No data found
Alabama,Livingston,-88.1858406,32.5937604,-88.1872475,32.5843025,1/1/2025,-88.1858406,32.5937604,10:04,10:12
Alabama,Lynn,-87.5493831,34.0524363,-87.54974,34.0470483,1/1/2025,-87.5493831,34.0524363,09:56,No data found
Alabama,Madison,-86.5748368,34.7332524,-86.7483318,34.6992579,1/1/2005,-86.5748368,34.7332524,09:53,9:04
Alabama,Madison,-86.7244207,34.7024697,-86.7483318,34.6992579,1/3/1949,-86.7244207,34.7024697,09:54,9:05
Alabama,Marbury,-86.4738191,32.7003649,-86.471469,32.7010141,1/1/2025,-86.4738191,32.7003649,10:03,No data found
Alabama,Marion,-87.3149694,32.6298869,-87.3191655,32.6323536,1/1/2025,-87.3149694,32.6298869,10:03,No data found
Alabama,Marion,-87.3149694,32.6298869,-87.3191655,32.6323536,3/30/2025,-87.3149694,32.6298869,12:28,No data found
Alabama,Marion,-87.3149694,32.6298869,-87.3191655,32.6323536,1847/03/01,-87.3149694,32.6298869,11:29,No data found
Alabama,Marion,-87.3149694,32.6298869,-87.3191655,32.6323536,1/1/2025,-87.3149694,32.6298869,10:03,No data found
Alabama,Marion,-87.322018,32.623738,-87.3191655,32.6323536,3/27/2025,-87.322018,32.623738,12:22,No data found
Alabama,Marshall,-86.3483174,34.411202,-86.3376761,34.3652297,1/1/2025,-86.3483174,34.411202,09:55,No data found
Alabama,Mentone,-85.5913109,34.5509989,-85.5905204,34.5795282,3/1/2025,-85.5913109,34.5509989,11:28,No data found
Alabama,Midway,-85.072937,32.5082484,-85.5221667,32.0770977,1/1/2025,-85.072937,32.5082484,10:04,10:23
Alabama,Mobile,-88.0508262,30.6857691,-88.0398912,30.6953657,1/1/2025,-88.0508262,30.6857691,10:13,10:12
Alabama,Mobile,-88.1783088,30.6437135,-88.0398912,30.6953657,1861/11/06,-88.1783088,30.6437135,10:49,10:49
Alabama,Mobile,-88.1739751,30.5555957,-88.0398912,30.6953657,1/1/2025,-88.1739751,30.5555957,10:13,10:12
Alabama,Mobile,-88.2535608,30.6737238,-88.0398912,30.6953657,1/1/2025,-88.2535608,30.6737238,10:13,10:12
Alabama,Mobile,-88.184236,30.6959406,-88.0398912,30.6953657,1/1/2025,-88.184236,30.6959406,10:12,10:12
Alabama,Mobile,-88.0144261,30.6818034,-88.0398912,30.6953657,3/1/1964,-88.0144261,30.6818034,11:33,11:32
Alabama,Montevallo,-86.8668768,33.0948803,-86.8641558,33.1006746,3/1/2001,-86.8668768,33.0948803,11:29,No data found
Alabama,Montevallo,-86.8654168,33.1067187,-86.8641558,33.1006746,1/1/2025,-86.8654168,33.1067187,10:01,No data found
Alabama,Montevallo,-86.8654168,33.1067187,-86.8641558,33.1006746,4/27/1927,-86.8654168,33.1067187,13:20,No data found
Alabama,Montevallo,-86.8654168,33.1067187,-86.8641558,33.1006746,1/1/2025,-86.8654168,33.1067187,10:01,No data found
Alabama,Montgomery,-86.2863163,32.3504918,-86.2999689,32.3668052,1/1/2025,-86.2863163,32.3504918,10:05,10:04
Alabama,Montgomery,-86.3625598,32.3791188,-86.2999689,32.3668052,1/1/2025,-86.3625598,32.3791188,10:05,10:04
Alabama,Montgomery,-86.1391313,32.4251586,-86.2999689,32.3668052,1/1/2025,-86.1391313,32.4251586,10:04,10:04
Alabama,Moulton,-87.2781736,34.4895728,-87.2933533,34.4812062,3/1/1900,-87.2781736,34.4895728,11:26,No data found
Alabama,Moundsville,-87.6280528,33.0027163,-87.6300075,32.9976242,1/1/2025,-87.6280528,33.0027163,10:02,No data found
Alabama,Mount Hope,-87.5054521,34.4293661,-87.4816909,34.4584286,3/1/1978,-87.5054521,34.4293661,11:27,No data found
Alabama,Moundville,,,-87.6300075,32.9976242,1/1/2025,-87.6300075,32.9976242,Request Error,No data found
Alabama,Munford,-85.9573248,33.5009337,-85.9508005,33.5298282,1/1/2025,-85.9573248,33.5009337,09:59,No data found
Alabama,Munford,-85.8874488,33.4848529,-85.9508005,33.5298282,1/1/2025,-85.8874488,33.4848529,09:59,No data found
Alabama,Munford,-85.8874488,33.4848529,-85.9508005,33.5298282,1/1/2025,-85.8874488,33.4848529,09:59,No data found
Alabama,Munford,-85.9802455,33.4109427,-85.9508005,33.5298282,3/1/1900,-85.9802455,33.4109427,11:28,No data found
Alabama,Munford,-85.9449673,33.5459389,-85.9508005,33.5298282,1/1/2025,-85.9449673,33.5459389,09:59,No data found
Alabama,Munford,-86.5449443,33.6628302,-85.9508005,33.5298282,1/1/2025,-86.5449443,33.6628302,09:58,No data found
Alabama,Nauvoo,-87.4811552,33.9921118,-87.4889033,33.9895503,1/1/2025,-87.4811552,33.9921118,Request Error,No data found
Alabama,Newton,,,-85.6052133,31.3351716,6/2/1946,-85.6052133,31.3351716,14:03,No data found
Alabama,Newton,-85.6135958,31.3440987,-85.6052133,31.3351716,4/15/2023,-85.6135958,31.3440987,12:56,No data found
Alabama,Northport,-87.710578,33.39729,-87.5772293,33.229007,1/1/2025,-87.710578,33.39729,10:00,No data found
Alabama,Northport,-87.631313,33.2283,-87.5772293,33.229007,1/1/2025,-87.631313,33.2283,10:00,No data found
Alabama,Northport,,,-87.5772293,33.229007,1/1/2025,-87.5772293,33.229007,10:00,No data found
Alabama,Notasulga,-85.6890208,32.4545645,-85.6724538,32.5606908,3/1/1941,-85.6890208,32.4545645,11:29,No data found
Alabama,Notasulga,-85.6095086,32.4788366,-85.6724538,32.5606908,3/1/1990,-85.6095086,32.4788366,11:30,No data found
Alabama,Notasulga,-85.6791779,32.5405598,-85.6724538,32.5606908,1814/12/19,-85.6791779,32.5405598,10:01,No data found
Alabama,Notasulga,-85.6713667,32.5605073,-85.6724538,32.5606908,3/1/1997,-85.6713667,32.5605073,11:30,No data found
Alabama,Opelika,-85.3251461,32.671796,-85.3782795,32.6454116,3/21/2025,-85.3251461,32.671796,12:11,No data found
Alabama,Opelika,-85.3111551,32.5871388,-85.3782795,32.6454116,1/1/2025,-85.3111551,32.5871388,10:04,No data found
Alabama,Owens Cross Roads,,,-86.4588768,34.5881461,1/1/2025,-86.4588768,34.5881461,09:54,No data found
Alabama,Palmerdale,-86.6535695,33.730016,-86.6461003,33.738712,1/1/2025,-86.6535695,33.730016,09:58,No data found
Alabama,Parrish,-87.268852,33.7423162,-87.2844473,33.7306642,3/17/2025,-87.268852,33.7423162,12:02,No data found
Alabama,Phenix City,-85.0018228,32.4370537,-85.0007653,32.4709761,3/1/1994,-85.0018228,32.4370537,11:30,11:29
Alabama,Phenix City,-85.3813721,32.6592297,-85.0007653,32.4709761,1/1/2025,-85.3813721,32.6592297,10:03,10:04
Alabama,Pine Ridge,,,-85.7844134,34.4395327,1/1/2025,-85.7844134,34.4395327,09:54,No data found
Alabama,Pinson,-86.677052,33.693408,-86.6833228,33.6889908,1/1/2025,-86.677052,33.693408,09:58,No data found
Alabama,Prattville,-86.5746996,32.4312473,-86.4596966,32.4640245,3/1/1978,-86.5746996,32.4312473,11:29,No data found
Alabama,Prattville,,,-86.4596966,32.4640245,1/1/2025,-86.4596966,32.4640245,10:04,No data found
Alabama,Prattville,-86.472775,32.459699,-86.4596966,32.4640245,1/1/2025,-86.472775,32.459699,10:04,No data found
Alabama,Prattville,-86.3693666,32.4788184,-86.4596966,32.4640245,3/1/1920,-86.3693666,32.4788184,11:30,No data found
Alabama,Prattville,-86.5746996,32.4312473,-86.4596966,32.4640245,3/1/2020,-86.5746996,32.4312473,11:31,No data found
Alabama,Red Level,,,-86.6121861,31.4071111,1/1/2025,-86.6121861,31.4071111,10:09,No data found
Alabama,Red Level,-86.5499667,31.5693282,-86.6121861,31.4071111,3/1/1960,-86.5499667,31.5693282,11:31,No data found
Alabama,Rehobeth,-85.4578171,31.121231,-85.4527113,31.1229561,1/1/2025,-85.4578171,31.121231,10:11,No data found
Alabama,River Falls,,,-86.5391273,31.3529468,1/1/2025,-86.5391273,31.3529468,10:09,No data found
Alabama,Rockford,-86.2222814,32.8875301,-86.2196936,32.8895681,1850/01/27,-86.2222814,32.8875301,10:29,9:49
Alabama,Rogersville,-87.2895739,34.8286364,-87.2947417,34.8256425,3/1/2005,-87.2895739,34.8286364,11:27,No data found
Alabama,Saraland,,,-88.0705556,30.820742,3/1/2025,-88.0705556,30.820742,11:33,No data found
Alabama,Saraland,,,-88.0705556,30.820742,1/1/2025,-88.0705556,30.820742,10:12,No data found
Alabama,Seale,-85.1669812,32.2997061,-85.1688255,32.2973697,1/1/2025,-85.1669812,32.2997061,10:05,No data found
Alabama,Selma,,,-87.0211007,32.4073589,3/1/1998,-87.0211007,32.4073589,11:30,No data found
Alabama,Selma,-87.0288107,32.4130318,-87.0211007,32.4073589,1/1/2025,-87.0288107,32.4130318,10:04,No data found
Alabama,Sheffield,,,-87.6986407,34.7650887,1/1/2025,-87.6986407,34.7650887,09:53,No data found
Alabama,Silverhill,-87.8000445,30.4895209,-87.7516559,30.5454715,1/1/1975,-87.8000445,30.4895209,10:13,No data found
Alabama,Smiths Station,-85.3813721,32.6592297,-85.0985473,32.5401393,1/1/2025,-85.3813721,32.6592297,10:03,No data found
Alabama,Society Hill,-85.4490813,32.4633239,-85.4452245,32.4265296,1/1/2025,-85.4490813,32.4633239,10:04,No data found
Alabama,Steele,-86.3181045,33.8649544,-86.2016435,33.9398201,3/1/1995,-86.3181045,33.8649544,11:27,No data found
Alabama,Sunflower,74.8722642,31.6339793,-88.0083009,31.3822533,1/1/2025,74.8722642,31.6339793,10:08,No data found
Alabama,Tallapoosa,-85.9538532,32.944012,-85.8486236,32.9201244,1/1/2025,-85.9538532,32.944012,10:02,No data found
Alabama,Tallapoosa,-85.9538532,32.944012,-85.8486236,32.9201244,1/1/2025,-85.9538532,32.944012,10:02,No data found
Alabama,Tallapoosa,-85.7635692,32.831238,-85.8486236,32.9201244,9/1/2025,-85.7635692,32.831238,12:51,No data found
Alabama,Tallapoosa,-85.7678548,32.5956237,-85.8486236,32.9201244,3/1/2020,-85.7678548,32.5956237,11:31,No data found
Alabama,Thomasville,-87.7395281,31.9328964,-87.7358366,31.9134859,1/1/2025,-87.7395281,31.9328964,10:07,9:46
Alabama,Talladega,-86.2001995,33.2546553,-86.1058048,33.4359416,1/1/2025,-86.2001995,33.2546553,10:00,9:59
Alabama,Townley,-87.4139452,33.8362573,-87.431675,33.8289975,1/1/2025,-87.4139452,33.8362573,09:57,No data found
Alabama,Townley,,,-87.431675,33.8289975,1/1/2025,-87.431675,33.8289975,09:57,No data found
Alabama,Troy,-85.9572283,31.8018895,-85.969951,31.8087678,1/1/2025,-85.9572283,31.8018895,10:07,9:07
Alabama,Troy,-85.9572283,31.8018895,-85.969951,31.8087678,1/1/2025,-85.9572283,31.8018895,10:07,9:07
Alabama,Tuscaloosa,-87.5618432,33.1975422,-87.5691735,33.2098407,3/1/1971,-87.5618432,33.1975422,11:28,11:27
Alabama,Tuscaloosa,-87.5465526,33.2064364,-87.5691735,33.2098407,3/1/1996,-87.5465526,33.2064364,11:30,11:29
Alabama,Tuscaloosa,-87.5607653,33.0828466,-87.5691735,33.2098407,1/1/2025,-87.5607653,33.0828466,10:01,10:00
Alabama,Tuscaloosa,-87.5151009,33.2073156,-87.5691735,33.2098407,1/1/2025,-87.5151009,33.2073156,10:01,10:00
Alabama,Tuscaloosa,-87.5646657,33.202039,-87.5691735,33.2098407,4/3/1972,-87.5646657,33.202039,12:36,12:37
Alabama,Tuscaloosa,-87.5859218,33.1982647,-87.5691735,33.2098407,1/1/2025,-87.5859218,33.1982647,10:01,10:00
Alabama,Tuscaloosa,-87.5391418,33.2140233,-87.5691735,33.2098407,3/14/2025,-87.5391418,33.2140233,11:56,11:56
Alabama,Tuscumbia,-87.6670139,34.661969,-87.70253,34.7312005,3/1/2020,-87.6670139,34.661969,11:28,No data found
Alabama,Wagerville,,,-88.0283357,31.4362772,1/1/2025,-88.0283357,31.4362772,10:09,No data found
Alabama,Walker,-87.0499992,33.7556606,-87.3016132,33.8563605,1/1/2025,-87.0499992,33.7556606,09:58,No data found
Alabama,Warrior,-86.9674623,33.7612299,-86.8094394,33.8142682,1/1/2025,-86.9674623,33.7612299,09:58,No data found
Alabama,Wetumpka,-86.2069933,32.5330588,-86.2119127,32.5437448,1/1/2025,-86.2069933,32.5330588,10:04,No data found
Alabama,Wetumpka,-86.2220924,32.5475042,-86.2119127,32.5437448,3/5/2025,-86.2220924,32.5475042,11:38,No data found
Alabama,White Plains,-85.7155,33.7622,-85.6891289,33.7473247,1/1/2025,-85.7155,33.7622,09:58,9:17
Alabama,Wilcox County,-87.4628458,31.8946948,-87.3413599,32.0105439,3/1/1950,-87.4628458,31.8946948,11:30,No data found
Alabama,Wilcox County,-87.4628458,31.8946948,-87.3413599,32.0105439,1/1/2025,-87.4628458,31.8946948,10:07,No data found
